relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source,umls_cui_from_meddra,recommended_name,cosine_similarity
indication,indication,14605,DB00796,drug,Candesartan cilexetil,DrugBank,33577,5044,disease,hypertensive disorder,MONDO,C0857121,Hypertensive,0.9662782451589347
indication,indication,14605,DB00796,drug,Candesartan cilexetil,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped,C0020538,Hypertension,0.9999999999999998
indication,indication,15836,DB00966,drug,Telmisartan,DrugBank,33577,5044,disease,hypertensive disorder,MONDO,C0857121,Hypertensive,0.9662782451589347
indication,indication,15836,DB00966,drug,Telmisartan,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped,C0020538,Hypertension,0.9999999999999998
indication,indication,20319,DB13803,drug,Xipamide,DrugBank,33577,5044,disease,hypertensive disorder,MONDO,C0857121,Hypertensive,0.9662782451589347
indication,indication,20319,DB13803,drug,Xipamide,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped,C0020538,Hypertension,0.9999999999999998
indication,indication,14282,DB01029,drug,Irbesartan,DrugBank,33577,5044,disease,hypertensive disorder,MONDO,C0857121,Hypertensive,0.9662782451589347
indication,indication,14282,DB01029,drug,Irbesartan,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped,C0020538,Hypertension,0.9999999999999998
indication,indication,15769,DB00177,drug,Valsartan,DrugBank,33577,5044,disease,hypertensive disorder,MONDO,C0857121,Hypertensive,0.9662782451589347
indication,indication,15769,DB00177,drug,Valsartan,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped,C0020538,Hypertension,0.9999999999999998
indication,indication,15133,DB00960,drug,Pindolol,DrugBank,33577,5044,disease,hypertensive disorder,MONDO,C0857121,Hypertensive,0.9662782451589347
indication,indication,15133,DB00960,drug,Pindolol,DrugBank,36035,1200_1134_15512_5080_100078,disease,hypertension,MONDO_grouped,C0020538,Hypertension,0.9999999999999998
